shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
5,28.0435940,-82.4067850,169,null
5,28.0435983,-82.4060212,170,null
5,28.0435991,-82.4058817,171,null
5,28.0435980,-82.4052530,172,null
5,28.0436000,-82.4044900,173,null
5,28.0435960,-82.4037170,174,null
5,28.0435790,-82.4027900,175,null
5,28.0435740,-82.4016780,176,null
5,28.0442803,-82.4016551,177,null
5,28.0449848,-82.4016465,178,null
5,28.0456514,-82.4016465,179,null
5,28.0463559,-82.4016551,180,null
5,28.0471917,-82.4016543,181,null
5,28.0480670,-82.4016450,182,null
5,28.0487610,-82.4016530,183,null
5,28.0494238,-82.4016637,184,null
5,28.0496913,-82.4016567,185,null
5,28.0506581,-82.4016671,186,null
5,28.0508049,-82.4016651,187,null
5,28.0519917,-82.4016808,188,null
5,28.0529639,-82.4017170,189,null
5,28.0532680,-82.4017289,190,null
5,28.0534586,-82.4017345,191,null
5,28.0538128,-82.4017438,192,null
5,28.0541908,-82.4017537,193,null
5,28.0543500,-82.4017727,194,null
5,28.0545063,-82.4017942,195,null
5,28.0555567,-82.4018020,196,null
5,28.0561296,-82.4018012,197,null
5,28.0562310,-82.4018018,198,null
5,28.0572039,-82.4018072,199,null
5,28.0582170,-82.4018159,200,null
5,28.0592460,-82.4018452,201,null
5,28.0593579,-82.4018484,202,null
5,28.0597635,-82.4018524,203,null
5,28.0603659,-82.4018620,204,null
5,28.0630739,-82.4018655,205,null
5,28.0634250,-82.4018635,206,null
5,28.0637752,-82.4018639,207,null
5,28.0645456,-82.4018682,208,null
5,28.0662739,-82.4018732,209,null
5,28.0663751,-82.4018765,210,null
5,28.0663560,-82.4021040,211,null
5,28.0663490,-82.4023820,212,null
5,28.0663456,-82.4025129,213,null
5,28.0663390,-82.4027670,214,null
5,28.0662330,-82.4034030,215,null
5,28.0659845,-82.4041464,216,null
5,28.0658584,-82.4046119,217,null
5,28.0657826,-82.4049209,218,null
5,28.0657313,-82.4052426,219,null
5,28.0657086,-82.4055516,220,null
5,28.0657010,-82.4056975,221,null
5,28.0657026,-82.4059338,222,null
5,28.0657092,-82.4069135,223,null
5,28.0657098,-82.4072595,224,null
5,28.0657095,-82.4073893,225,null
5,28.0657080,-82.4079204,226,null
5,28.0657111,-82.4080873,227,null
5,28.0657113,-82.4082893,228,null
5,28.0657118,-82.4092181,229,null
5,28.0657114,-82.4093393,230,null
5,28.0657109,-82.4106221,231,null
5,28.0657109,-82.4107053,232,null
5,28.0657335,-82.4114205,233,null
5,28.0657408,-82.4117195,234,null
5,28.0657416,-82.4117893,235,null
5,28.0657420,-82.4125296,236,null
5,28.0657420,-82.4131150,237,null
5,28.0657420,-82.4132162,238,null
5,28.0656663,-82.4132162,239,null
5,28.0651540,-82.4132176,240,null
5,28.0650555,-82.4132176,241,null
5,28.0649722,-82.4132434,242,null
5,28.0649180,-82.4133260,243,null
5,28.0648889,-82.4134065,244,null
5,28.0648968,-82.4139029,245,null
5,28.0648184,-82.4139041,246,null
5,28.0644665,-82.4139140,247,null
5,28.0644354,-82.4139737,248,null
5,28.0643550,-82.4140313,249,null
5,28.0642816,-82.4140394,250,null
5,28.0642236,-82.4140139,251,null
5,28.0642239,-82.4139482,252,null
5,28.0642248,-82.4137255,253,null
