shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
0,28.056891,-82.4085549,189
0,28.0568857,-82.4085538,190
0,28.056772,-82.4083118,191
0,28.056757,-82.4082791,192
0,28.0566434,-82.4080045,193
0,28.0566055,-82.4078671,194
0,28.0565676,-82.4076611,195
0,28.0565449,-82.4073092,196
0,28.0565231,-82.4069235,197
0,28.0564388,-82.4054295,198
0,28.0565828,-82.4054639,199
0,28.0568981,-82.4055079,200
0,28.0569499,-82.4055152,201
0,28.0572114,-82.405524,202
0,28.0574538,-82.4054982,203
0,28.0575147,-82.4054829,204
0,28.0576095,-82.405459,205
0,28.0576853,-82.4054429,206
0,28.0576956,-82.4054077,207
0,28.0577672,-82.4054178,208
0,28.058037,-82.4053351,209
0,28.0585578,-82.4052365,210
0,28.0589188,-82.4052327,211
0,28.0589762,-82.4052321,212
0,28.0594837,-82.4052321,213
0,28.0596616,-82.4052126,214
0,28.0597185,-82.4052064,215
0,28.0599003,-82.4051206,216
0,28.0599902,-82.405075,217
0,28.059938,-82.4049545,218
0,28.0598716,-82.4048794,219
0,28.0598,-82.404627,220
0,28.0597857,-82.4044828,221
0,28.0597859,-82.4035759,222
0,28.059786,-82.4028523,223
0,28.0597782,-82.4027318,224
0,28.0598622,-82.4027326,225
0,28.0600191,-82.4027415,226
0,28.0601783,-82.4027492,227
0,28.0619195,-82.4027528,228
0,28.0631924,-82.4027695,229
0,28.0635759,-82.4027605,230
0,28.0645855,-82.4027614,231
0,28.0655178,-82.4027673,232
0,28.0656023,-82.4027892,233
0,28.0656081,-82.4027674,234
0,28.0662507,-82.4027684,235
0,28.066339,-82.402767,236
0,28.066233,-82.403403,237
0,28.0659845,-82.4041464,238
0,28.0658584,-82.4046119,239
0,28.0657826,-82.4049209,240
0,28.0657313,-82.4052426,241
0,28.0657086,-82.4055516,242
0,28.065701,-82.4056975,243
0,28.0657026,-82.4059338,244
0,28.0657092,-82.4069135,245
0,28.0657098,-82.4072595,246
0,28.0657095,-82.4073893,247
0,28.065715,-82.4074425,248
0,28.065708,-82.4079204,249
0,28.0657111,-82.4080873,250
0,28.0658225,-82.4080709,251
0,28.0664717,-82.4079635,252
0,28.0675944,-82.4077809,253
0,28.0676218,-82.407775,254
0,28.0676228,-82.4076683,255
0,28.0675305,-82.40762,256
0,28.0674973,-82.4075234,257
0,28.0675186,-82.4074349,258
0,28.0675802,-82.4073813,259
0,28.0676702,-82.4073798,260
0,28.0677308,-82.4074313,261
0,28.067769,-82.4075317,262
0,28.0677239,-82.4076158,263
0,28.0676559,-82.4076656,264
0,28.067655,-82.4077746,265
0,28.0664817,-82.4079635,266
0,28.0658325,-82.4080709,267
0,28.0657211,-82.4080873,268
0,28.0657118,-82.408278,269
0,28.0657118,-82.4092181,270
0,28.0657114,-82.4093393,271
0,28.0657117,-82.4098152,272
0,28.0657109,-82.4106221,273
0,28.0657109,-82.4107053,274
0,28.0657335,-82.4114205,275
0,28.065742,-82.4117228,276
0,28.065742,-82.4117962,277
0,28.065751,-82.4120171,278
0,28.065742,-82.4125296,279
0,28.065742,-82.413115,280
0,28.065752,-82.4132162,281
0,28.0656763,-82.4132162,282
0,28.065164,-82.4132176,283
0,28.0650655,-82.4132176,284
0,28.0649822,-82.4132434,285
0,28.064928,-82.413326,286
0,28.0648989,-82.4134065,287
0,28.0649064,-82.4138957,288
0,28.0648218,-82.4138993,289
0,28.0644765,-82.413914,290
0,28.0644354,-82.4139737,291
0,28.064355,-82.4140313,292
0,28.0642816,-82.4140394,293
0,28.0642236,-82.4140139,294
0,28.0642239,-82.4139482,295
0,28.0642248,-82.4137255,296
0,28.0642975,-82.4137242,297
0,28.0642889,-82.4137326,298
